"fra_fraccion","fra_descrip1","fra_descrip2","fra_descrip3","fra_unidad","fra_advotr"
"2101.11.01","CAF? INSTANT?NEO SIN AROMATIZAR.","EXTRACTOS, ESENCIAS Y CONCENTRADOS DE CAF?, T? O YERBA MATE Y PREPARACIONES A BASE DE ESTOS PRODUCTOS O A BASE DE CAF?, T? O YERBA MATE; ACHICORIA TOSTADA Y DEM?S SUCED?NEOS DEL CAF? TOSTADOS Y SUS EXTRACTOS, ESENCIAS Y CONCENTRADOS.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","140.4"
"2101.11.02","EXTRACTO DE CAF? L?QUIDO CONCENTRADO, AUNQUE SE PRESENTE CONGELADO.","EXTRACTOS, ESENCIAS Y CONCENTRADOS DE CAF?, T? O YERBA MATE Y PREPARACIONES A BASE DE ESTOS PRODUCTOS O A BASE DE CAF?, T? O YERBA MATE; ACHICORIA TOSTADA Y DEM?S SUCED?NEOS DEL CAF? TOSTADOS Y SUS EXTRACTOS, ESENCIAS Y CONCENTRADOS.","PREPARACIONES ALIMENTICIAS DIVERSAS","8","140.4"
"2101.11.99","LOS DEM?S.","EXTRACTOS, ESENCIAS Y CONCENTRADOS DE CAF?, T? O YERBA MATE Y PREPARACIONES A BASE DE ESTOS PRODUCTOS O A BASE DE CAF?, T? O YERBA MATE; ACHICORIA TOSTADA Y DEM?S SUCED?NEOS DEL CAF? TOSTADOS Y SUS EXTRACTOS, ESENCIAS Y CONCENTRADOS.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","140.4"
"2101.12.01","PREPARACIONES A BASE DE EXTRACTOS, ESENCIAS O CONCENTRADOS O A BASE DE CAF?.","EXTRACTOS, ESENCIAS Y CONCENTRADOS DE CAF?, T? O YERBA MATE Y PREPARACIONES A BASE DE ESTOS PRODUCTOS O A BASE DE CAF?, T? O YERBA MATE; ACHICORIA TOSTADA Y DEM?S SUCED?NEOS DEL CAF? TOSTADOS Y SUS EXTRACTOS, ESENCIAS Y CONCENTRADOS.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","140.4"
"2101.20.01","EXTRACTOS, ESENCIAS Y CONCENTRADOS DE T? O DE YERBA MATE Y PREPARACIONES A BASE DE ESTOS EXTRACTOS, ESENCIAS O CONCENTRADOS O A BASE DE T? O DE YERBA MATE.","EXTRACTOS, ESENCIAS Y CONCENTRADOS DE CAF?, T? O YERBA MATE Y PREPARACIONES A BASE DE ESTOS PRODUCTOS O A BASE DE CAF?, T? O YERBA MATE; ACHICORIA TOSTADA Y DEM?S SUCED?NEOS DEL CAF? TOSTADOS Y SUS EXTRACTOS, ESENCIAS Y CONCENTRADOS.","PREPARACIONES ALIMENTICIAS DIVERSAS","1",""
"2101.30.01","ACHICORIA TOSTADA Y DEM?S SUCED?NEOS DEL CAF? TOSTADOS Y SUS EXTRACTOS, ESENCIAS Y CONCENTRADOS.","EXTRACTOS, ESENCIAS Y CONCENTRADOS DE CAF?, T? O YERBA MATE Y PREPARACIONES A BASE DE ESTOS PRODUCTOS O A BASE DE CAF?, T? O YERBA MATE; ACHICORIA TOSTADA Y DEM?S SUCED?NEOS DEL CAF? TOSTADOS Y SUS EXTRACTOS, ESENCIAS Y CONCENTRADOS.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","20"
"2102.10.01","DESHIDRATADAS, CUANDO CONTENGAN HASTA EL 10% DE HUMEDAD, EXCEPTO LO COMPRENDIDO EN LA FRACCI?N 2102.10.02.","LEVADURAS (VIVAS O MUERTAS); LOS DEM?S MICROORGANISMOS MONOCELULARES MUERTOS (EXCEPTO LAS VACUNAS DE LA PARTIDA 30.02); PREPARACIONES EN POLVO PARA HORNEAR.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2102.10.02","DE T?RULA.","LEVADURAS (VIVAS O MUERTAS); LOS DEM?S MICROORGANISMOS MONOCELULARES MUERTOS (EXCEPTO LAS VACUNAS DE LA PARTIDA 30.02); PREPARACIONES EN POLVO PARA HORNEAR.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","10"
"2102.10.99","LAS DEM?S.","LEVADURAS (VIVAS O MUERTAS); LOS DEM?S MICROORGANISMOS MONOCELULARES MUERTOS (EXCEPTO LAS VACUNAS DE LA PARTIDA 30.02); PREPARACIONES EN POLVO PARA HORNEAR.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2102.20.01","LEVADURAS DE T?RULA.","LEVADURAS (VIVAS O MUERTAS); LOS DEM?S MICROORGANISMOS MONOCELULARES MUERTOS (EXCEPTO LAS VACUNAS DE LA PARTIDA 30.02); PREPARACIONES EN POLVO PARA HORNEAR.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","10"
"2102.20.99","LOS DEM?S.","LEVADURAS (VIVAS O MUERTAS); LOS DEM?S MICROORGANISMOS MONOCELULARES MUERTOS (EXCEPTO LAS VACUNAS DE LA PARTIDA 30.02); PREPARACIONES EN POLVO PARA HORNEAR.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2102.30.01","PREPARACIONES EN POLVO PARA HORNEAR.","LEVADURAS (VIVAS O MUERTAS); LOS DEM?S MICROORGANISMOS MONOCELULARES MUERTOS (EXCEPTO LAS VACUNAS DE LA PARTIDA 30.02); PREPARACIONES EN POLVO PARA HORNEAR.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2103.10.01","SALSA DE SOJA (SOYA).","PREPARACIONES PARA SALSAS Y SALSAS PREPARADAS; CONDIMENTOS Y SAZONADORES, COMPUESTOS; HARINA DE MOSTAZA Y MOSTAZA PREPARADA.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","20"
"2103.20.01","KETCHUP.","PREPARACIONES PARA SALSAS Y SALSAS PREPARADAS; CONDIMENTOS Y SAZONADORES, COMPUESTOS; HARINA DE MOSTAZA Y MOSTAZA PREPARADA.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","20"
"2103.20.99","LAS DEM?S.","PREPARACIONES PARA SALSAS Y SALSAS PREPARADAS; CONDIMENTOS Y SAZONADORES, COMPUESTOS; HARINA DE MOSTAZA Y MOSTAZA PREPARADA.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","20"
"2103.30.01","HARINA DE MOSTAZA.","PREPARACIONES PARA SALSAS Y SALSAS PREPARADAS; CONDIMENTOS Y SAZONADORES, COMPUESTOS; HARINA DE MOSTAZA Y MOSTAZA PREPARADA.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","20"
"2103.30.99","LAS DEM?S.","PREPARACIONES PARA SALSAS Y SALSAS PREPARADAS; CONDIMENTOS Y SAZONADORES, COMPUESTOS; HARINA DE MOSTAZA Y MOSTAZA PREPARADA.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","20"
"2103.90.99","LOS DEM?S.","PREPARACIONES PARA SALSAS Y SALSAS PREPARADAS; CONDIMENTOS Y SAZONADORES, COMPUESTOS; HARINA DE MOSTAZA Y MOSTAZA PREPARADA.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","20"
"2104.10.01","PREPARACIONES PARA SOPAS, POTAJES O CALDOS; SOPAS, POTAJES O CALDOS, PREPARADOS.","PREPARACIONES PARA SOPAS, POTAJES O CALDOS; SOPAS, POTAJES O CALDOS, PREPARADOS; PREPARACIONES ALIMENTICIAS COMPUESTAS HOMOGENEIZADAS.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","10"
"2104.20.01","PREPARACIONES ALIMENTICIAS COMPUESTAS HOMOGENEIZADAS.","PREPARACIONES PARA SOPAS, POTAJES O CALDOS; SOPAS, POTAJES O CALDOS, PREPARADOS; PREPARACIONES ALIMENTICIAS COMPUESTAS HOMOGENEIZADAS.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","10"
"2105.00.01","HELADOS, INCLUSO CON CACAO.","HELADOS, INCLUSO CON CACAO.","PREPARACIONES ALIMENTICIAS DIVERSAS","1",""
"2106.10.01","CONCENTRADOS DE PROTE?NA DE SOJA (SOYA), EXCEPTO LO COMPRENDIDO EN LA FRACCI?N 2106.10.04.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1",""
"2106.10.02","DERIVADOS DE PROTE?NA DE LECHE, CUYA COMPOSICI?N SEA: MANTECA DE COCO HIDROGENADA 44%, GLUCOSA ANHIDRA 38%, CASEINATO DE SODIO 10%, EMULSIFICANTES 6%, ESTABILIZADOR 2%.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2106.10.03","PREPARACI?N USADA EN PANADER?A, PASTELER?A Y GALLETER?A, CHOCOLATER?A Y SIMILARES, CUANDO CONTENGA 15% A 40% DE PROTE?NAS, 0.9% A 5% DE GRASAS, 45% A 70% DE CARBOHIDRATOS, 3% A 9% DE MINERALES Y 3% A 8% DE HUMEDAD.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2106.10.04","CONCENTRADOS DE PROTE?NA DE SOJA (SOYA), CUYO CONTENIDO DE PROTE?NA SEA INFERIOR O IGUAL AL 50%.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","10"
"2106.10.99","LOS DEM?S.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2106.90.01","POLVOS PARA LA ELABORACI?N DE BUDINES Y GELATINAS DESTINADAS A DIAB?TICOS.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2106.90.02","PREPARACI?N USADA EN PANADER?A, PASTELER?A Y GALLETER?A, CHOCOLATER?A Y SIMILARES, CUANDO CONTENGA 15% A 40% DE PROTE?NAS, 0.9% A 5% DE GRASAS, 45% A 70% DE CARBOHIDRATOS, 3% A 4% DE MINERALES Y 3% A 8% DE HUMEDAD.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1",""
"2106.90.03","AUTOLIZADO DE LEVADURA.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2106.90.04","A BASE DE CORAZ?N DE RES PULVERIZADO, ACEITE DE AJONJOL?; ALMID?N DE TAPIOCA, AZ?CAR, VITAMINAS Y MINERALES.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","10"
"2106.90.05","JARABES AROMATIZADOS O CON ADICI?N DE COLORANTES.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","0.36"
"2106.90.06","CONCENTRADOS DE JUGOS DE UNA SOLA FRUTA, LEGUMBRE U HORTALIZA, ENRIQUECIDOS CON MINERALES O VITAMINAS.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1",""
"2106.90.07","MEZCLAS DE JUGOS CONCENTRADOS DE FRUTAS, LEGUMBRES U HORTALIZAS, ENRIQUECIDOS CON MINERALES O VITAMINAS.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2106.90.08","CON UN CONTENIDO DE S?LIDOS L?CTEOS SUPERIOR AL 10%, EN PESO.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2106.90.09","PREPARACIONES A BASE DE HUEVO.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1","15"
"2106.90.10","EXTRACTOS Y CONCENTRADOS DEL TIPO DE LOS UTILIZADOS EN LA ELABORACI?N DE BEBIDAS QUE CONTENGAN ALCOHOL, EXCEPTO LAS PREPARACIONES A BASE DE SUSTANCIAS ODOR?FERAS DE LA PARTIDA 33.02.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","8","10"
"2106.90.11","LAS DEM?S PREPARACIONES DEL TIPO DE LAS UTILIZADAS EN LA ELABORACI?N DE BEBIDAS QUE CONTENGAN ALCOHOL, EXCEPTO LAS PREPARACIONES A BASE DE SUSTANCIAS ODOR?FERAS DE LA PARTIDA 33.02.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","8","20"
"2106.90.99","LAS DEM?S.","PREPARACIONES ALIMENTICIAS NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","PREPARACIONES ALIMENTICIAS DIVERSAS","1",""
"2201.10.01","AGUA MINERAL.","AGUA, INCLUIDAS EL AGUA MINERAL NATURAL O ARTIFICIAL Y LA GASEADA, SIN ADICI?N DE AZ?CAR U OTRO EDULCORANTE NI AROMATIZADA; HIELO Y NIEVE.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2201.10.99","LAS DEM?S.","AGUA, INCLUIDAS EL AGUA MINERAL NATURAL O ARTIFICIAL Y LA GASEADA, SIN ADICI?N DE AZ?CAR U OTRO EDULCORANTE NI AROMATIZADA; HIELO Y NIEVE.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2201.90.01","AGUA POTABLE.","AGUA, INCLUIDAS EL AGUA MINERAL NATURAL O ARTIFICIAL Y LA GASEADA, SIN ADICI?N DE AZ?CAR U OTRO EDULCORANTE NI AROMATIZADA; HIELO Y NIEVE.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","10"
"2201.90.02","HIELO.","AGUA, INCLUIDAS EL AGUA MINERAL NATURAL O ARTIFICIAL Y LA GASEADA, SIN ADICI?N DE AZ?CAR U OTRO EDULCORANTE NI AROMATIZADA; HIELO Y NIEVE.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","1","10"
"2201.90.99","LOS DEM?S.","AGUA, INCLUIDAS EL AGUA MINERAL NATURAL O ARTIFICIAL Y LA GASEADA, SIN ADICI?N DE AZ?CAR U OTRO EDULCORANTE NI AROMATIZADA; HIELO Y NIEVE.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2202.10.01","AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, CON ADICI?N DE AZ?CAR U OTRO EDULCORANTE O AROMATIZADA.","AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, CON ADICI?N DE AZ?CAR U OTRO EDULCORANTE O AROMATIZADA, Y DEM?S BEBIDAS NO ALCOH?LICAS, EXCEPTO LOS JUGOS DE FRUTAS U OTROS FRUTOS O DE HORTALIZAS DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8",""
"2202.90.01","A BASE DE GINSENG Y JALEA REAL.","AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, CON ADICI?N DE AZ?CAR U OTRO EDULCORANTE O AROMATIZADA, Y DEM?S BEBIDAS NO ALCOH?LICAS, EXCEPTO LOS JUGOS DE FRUTAS U OTROS FRUTOS O DE HORTALIZAS DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","10"
"2202.90.02","A BASE DE JUGOS DE UNA SOLA FRUTA, LEGUMBRE U HORTALIZA, ENRIQUECIDOS CON MINERALES O VITAMINAS.","AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, CON ADICI?N DE AZ?CAR U OTRO EDULCORANTE O AROMATIZADA, Y DEM?S BEBIDAS NO ALCOH?LICAS, EXCEPTO LOS JUGOS DE FRUTAS U OTROS FRUTOS O DE HORTALIZAS DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2202.90.03","A BASE DE MEZCLAS DE JUGOS DE FRUTAS, LEGUMBRES U HORTALIZAS, ENRIQUECIDOS CON MINERALES O VITAMINAS.","AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, CON ADICI?N DE AZ?CAR U OTRO EDULCORANTE O AROMATIZADA, Y DEM?S BEBIDAS NO ALCOH?LICAS, EXCEPTO LOS JUGOS DE FRUTAS U OTROS FRUTOS O DE HORTALIZAS DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2202.90.04","QUE CONTENGAN LECHE.","AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, CON ADICI?N DE AZ?CAR U OTRO EDULCORANTE O AROMATIZADA, Y DEM?S BEBIDAS NO ALCOH?LICAS, EXCEPTO LOS JUGOS DE FRUTAS U OTROS FRUTOS O DE HORTALIZAS DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2202.90.05","BEBIDAS LLAMADAS CERVEZAS SIN ALCOHOL.","AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, CON ADICI?N DE AZ?CAR U OTRO EDULCORANTE O AROMATIZADA, Y DEM?S BEBIDAS NO ALCOH?LICAS, EXCEPTO LOS JUGOS DE FRUTAS U OTROS FRUTOS O DE HORTALIZAS DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2202.90.99","LAS DEM?S.","AGUA, INCLUIDAS EL AGUA MINERAL Y LA GASEADA, CON ADICI?N DE AZ?CAR U OTRO EDULCORANTE O AROMATIZADA, Y DEM?S BEBIDAS NO ALCOH?LICAS, EXCEPTO LOS JUGOS DE FRUTAS U OTROS FRUTOS O DE HORTALIZAS DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8",""
"2203.00.01","CERVEZA DE MALTA.","CERVEZA DE MALTA.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2204.10.01","CHAMPAGNE.","VINO DE UVAS FRESCAS, INCLUSO ENCABEZADO; MOSTO DE UVA, EXCEPTO EL DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2204.10.99","LOS DEM?S.","VINO DE UVAS FRESCAS, INCLUSO ENCABEZADO; MOSTO DE UVA, EXCEPTO EL DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2204.21.01","VINOS GENEROSOS, CUYA GRADUACI?N ALCOH?LICA SEA MAYOR DE 14% ALC. VOL. A LA TEMPERATURA DE 20? C (EQUIVALENTE A 14 GRADOS CENTESIMALES GAY-LUSSAC A LA TEMPERATURA DE 15?C), EN VASIJER?A DE BARRO, LOZA O VIDRIO.","VINO DE UVAS FRESCAS, INCLUSO ENCABEZADO; MOSTO DE UVA, EXCEPTO EL DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2204.21.02","VINOS TINTO, ROSADO, CLARETE O BLANCO, CUYA GRADUACI?N ALCOH?LICA SEA HASTA DE 14% ALC. VOL. A LA TEMPERATURA DE 20?C (EQUIVALENTE A 14 GRADOS CENTESIMALES GAY-LUSSAC A LA TEMPERATURA DE 15?C), EN VASIJER?A DE BARRO, LOZA O VIDRIO.","VINO DE UVAS FRESCAS, INCLUSO ENCABEZADO; MOSTO DE UVA, EXCEPTO EL DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2204.21.03","VINOS DE UVA, LLAMADOS FINOS, LOS TIPOS CLARETE CON GRADUACI?N ALCOH?LICA HASTA DE 14% ALC. VOL. A LA TEMPERATURA DE 20?C (EQUIVALENTE A 14 GRADOS CENTESIMALES GAY-LUSSAC A LA TEMPERATURA DE 15?C), GRADO ALCOH?LICO M?NIMO DE 11.5 GRADOS A 12 GRADOS, RESP","VINO DE UVAS FRESCAS, INCLUSO ENCABEZADO; MOSTO DE UVA, EXCEPTO EL DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2204.21.99","LOS DEM?S.","VINO DE UVAS FRESCAS, INCLUSO ENCABEZADO; MOSTO DE UVA, EXCEPTO EL DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2204.29.99","LOS DEM?S.","VINO DE UVAS FRESCAS, INCLUSO ENCABEZADO; MOSTO DE UVA, EXCEPTO EL DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2204.30.99","LOS DEM?S MOSTOS DE UVA.","VINO DE UVAS FRESCAS, INCLUSO ENCABEZADO; MOSTO DE UVA, EXCEPTO EL DE LA PARTIDA 20.09.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2205.10.01","VERMUTS.","VERMUT Y DEM?S VINOS DE UVAS FRESCAS PREPARADOS CON PLANTAS O SUSTANCIAS AROM?TICAS.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2205.10.99","LOS DEM?S.","VERMUT Y DEM?S VINOS DE UVAS FRESCAS PREPARADOS CON PLANTAS O SUSTANCIAS AROM?TICAS.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2205.90.01","VERMUTS.","VERMUT Y DEM?S VINOS DE UVAS FRESCAS PREPARADOS CON PLANTAS O SUSTANCIAS AROM?TICAS.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2205.90.99","LOS DEM?S.","VERMUT Y DEM?S VINOS DE UVAS FRESCAS PREPARADOS CON PLANTAS O SUSTANCIAS AROM?TICAS.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2206.00.01","BEBIDAS REFRESCANTES A BASE DE UNA MEZCLA DE LIMONADA Y CERVEZA O VINO, O DE UNA MEZCLA DE CERVEZA Y VINO (""WINE COOLERS"").","LAS DEM?S BEBIDAS FERMENTADAS (POR EJEMPLO: SIDRA, PERADA, AGUAMIEL); MEZCLAS DE BEBIDAS FERMENTADAS Y MEZCLAS DE BEBIDAS FERMENTADAS Y BEBIDAS NO ALCOH?LICAS, NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2206.00.99","LAS DEM?S.","LAS DEM?S BEBIDAS FERMENTADAS (POR EJEMPLO: SIDRA, PERADA, AGUAMIEL); MEZCLAS DE BEBIDAS FERMENTADAS Y MEZCLAS DE BEBIDAS FERMENTADAS Y BEBIDAS NO ALCOH?LICAS, NO EXPRESADAS NI COMPRENDIDAS EN OTRA PARTE.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2207.10.01","ALCOHOL ET?LICO SIN DESNATURALIZAR CON GRADO ALCOH?LICO VOLUM?TRICO SUPERIOR O IGUAL A 80% VOL.","ALCOHOL ET?LICO SIN DESNATURALIZAR CON GRADO ALCOH?LICO VOLUM?TRICO SUPERIOR O IGUAL AL 80% VOL; ALCOHOL ET?LICO Y AGUARDIENTE DESNATURALIZADOS, DE CUALQUIER GRADUACI?N.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8",""
"2207.20.01","ALCOHOL ET?LICO Y AGUARDIENTES DESNATURALIZADOS, DE CUALQUIER GRADUACI?N.","ALCOHOL ET?LICO SIN DESNATURALIZAR CON GRADO ALCOH?LICO VOLUM?TRICO SUPERIOR O IGUAL AL 80% VOL; ALCOHOL ET?LICO Y AGUARDIENTE DESNATURALIZADOS, DE CUALQUIER GRADUACI?N.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8",""
"2208.20.01","COG?AC.","ALCOHOL ET?LICO SIN DESNATURALIZAR CON GRADO ALCOH?LICO VOLUM?TRICO INFERIOR AL 80% VOL; AGUARDIENTES, LICORES Y DEM?S BEBIDAS ESPIRITUOSAS.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2208.20.02","BRANDY O ""WAINBRAND"" CUYA GRADUACI?N ALCOH?LICA SEA IGUAL O SUPERIOR A 37.5 GRADOS CENTESIMALES GAY-LUSSAC, CON UNA CANTIDAD TOTAL DE SUSTANCIAS VOL?TILES QUE NO SEAN LOS ALCOHOLES ET?LICO Y MET?LICO SUPERIOR A 200 G/HL DE ALCOHOL A 100% VOL., Y ENVEJECI","ALCOHOL ET?LICO SIN DESNATURALIZAR CON GRADO ALCOH?LICO VOLUM?TRICO INFERIOR AL 80% VOL; AGUARDIENTES, LICORES Y DEM?S BEBIDAS ESPIRITUOSAS.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2208.20.03","DESTILADOS PUROS DE UVA, CUYA GRADUACI?N ALCOH?LICA SEA IGUAL O SUPERIOR A 80 GRADOS CENTESIMALES GAY-LUSSAC, A LA TEMPERATURA DE 15? C, A GRANEL.","ALCOHOL ET?LICO SIN DESNATURALIZAR CON GRADO ALCOH?LICO VOLUM?TRICO INFERIOR AL 80% VOL; AGUARDIENTES, LICORES Y DEM?S BEBIDAS ESPIRITUOSAS.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","10"
"2208.20.99","LOS DEM?S.","ALCOHOL ET?LICO SIN DESNATURALIZAR CON GRADO ALCOH?LICO VOLUM?TRICO INFERIOR AL 80% VOL; AGUARDIENTES, LICORES Y DEM?S BEBIDAS ESPIRITUOSAS.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2208.30.01","WHISKY CANADIENSE (""CANADIAN WHISKEY"").","ALCOHOL ET?LICO SIN DESNATURALIZAR CON GRADO ALCOH?LICO VOLUM?TRICO INFERIOR AL 80% VOL; AGUARDIENTES, LICORES Y DEM?S BEBIDAS ESPIRITUOSAS.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","20"
"2208.30.02","WHISKY CUYA GRADUACI?N ALCOH?LICA SEA MAYOR DE 53 GRADOS CENTESIMALES GAY-LUSSAC A LA TEMPERATURA DE 15? C, A GRANEL.","ALCOHOL ET?LICO SIN DESNATURALIZAR CON GRADO ALCOH?LICO VOLUM?TRICO INFERIOR AL 80% VOL; AGUARDIENTES, LICORES Y DEM?S BEBIDAS ESPIRITUOSAS.","BEBIDAS, L?QUIDOS ALCOH?LICOS Y VINAGRE","8","10"
